f_id,log_dt,temp,items,clean,restk
F04651,2024-02-01,43,57,CLEAN,YES
F04041,2023-12-26,42,1,Dirty ,Yes
F02968,2024-02-07,44,,CLEAN,n
F02018,2020-06-26,40,6,CLEAN,n
F00636,2022-07-02,41,25,Dirty ,n
F01896,2023-12-27,36,10,OK,y
F02293,2021-07-07,45,58,OK,NO
F01481,2021-05-11,36,14,clean,no
F02491,2023-08-24,33,31,clean,YES
F03181,2025-06-13,41,51,OK,y
F04326,2025-05-22,-50,60, ok,YES
F01300,2021-02-11,33,54,dirty,n
F00483,2020-11-03,35,10, ok,y
F04559,2022-05-12,33,46, ok,yes
F04336,2021-03-06,38,21, ok,Yes
F00773,2022-05-08,38,13,OK,NO
F01028,2021-08-02,42,54,CLEAN,yes
F00802,2020-09-07,39,38,clean,YES
F03961,2021-12-14,34,23,clean,No
F09900,2025-04-28,40,19,Clean,Yes
F01685,2025-02-05,41,4,dirty,y
F03375,2020-04-12,40,32,CLEAN,YES
F01640,2025-10-19,43,24, ok,No
F03646,2025-03-08,40,7,clean,n
F00950,2025-01-21,34,57,OK,Yes
F01138,2024-05-02,38,50,clean,y
F02195,2025-09-22,33,58,needs cleaning,no
F03962,2022-03-17,45,12,OK,Yes
F04100,2024-06-21,35,3,,NO
F00298,2022-12-22,43,57,Clean,y
F03587,2021-12-21,33,18,Dirty ,n
F01045,2020-10-06,43,57,dirty,Yes
F00740,2023-03-11,33,37,dirty,yes
F03832,2025-11-24,39,20, ok,YES
F03203,2022-01-20,42,13,OK,n
F04813,2024-03-14,40,41,clean,yes
F04010,2023-04-10,36,23,dirty,No
F09450,2025-09-06,33,53,Clean,y
F00960,2025-12-03,40,27,clean,No
F04138,2020-08-21,36,22,dirty,YES
F00933,2021-08-16,34,1,dirty,Yes
F02514,2025-11-03,39,21,Clean,y
F00093,2021-05-09,39,46,OK,No
F00178,2025-02-10,45,53,,yes
F04649,2023-09-26,37,38,clean,yes
F00893,2020-12-19,35,6,needs cleaning,n
F02366,2023-04-11,38,11, ok,yes
F04184,2025-11-23,42,24,Dirty ,y
F04375,2024-04-01,43,-5,,Yes
F02365,2022-08-26,45,51,Clean,no
F03628,2021-03-18,36,30,dirty,YES
F02500,2022-07-22,36,36,OK,n
F03818,2020-12-25,44,21,CLEAN,No
F02370,2024-11-04,44,55, ok,YES
F04354,2021-02-01,37,44,dirty,No
F04836,2021-08-04,43,12, ok,Yes
F03917,2025-10-12,34,28,Clean,Yes
F03604,2022-04-05,40,2,CLEAN,n
F00350,2020-03-09,34,43, ok,NO
F01293,2025-10-07,37,19,dirty,NO
F04758,2020-07-13,42,25,clean,n
F01058,2023-07-15,42,3,,yes
F00429,2024-01-03,42,41, ok,Yes
F03937,2023-03-18,41,57,Clean,yes
F04381,2025-10-01,37,47,CLEAN,n
F03303,2025-05-21,43,51,CLEAN,YES
F01497,2021-04-04,43,16,OK,yes
F00996,2022-07-09,44,40,OK,yes
F02484,2023-10-08,45,58,dirty,No
F01892,2024-09-06,,60,Dirty ,yes
F03485,2020-01-25,45,32,Clean,yes
F03922,2020-01-09,,55,clean,yes
F01219,2024-01-03,34,18,CLEAN,Yes
F00718,2025-07-25,39,11,Clean,yes
F04646,2025-12-05,43,20,OK,No
F01645,2022-11-07,33,43,clean,Yes
F02146,2022-01-09,44,9,Clean,n
F02692,2020-08-02,38,21,dirty,Yes
F00653,2021-10-21,40,30,Clean,YES
F03374,2022-10-23,41,15,,NO
F03509,2020-10-15,37,14,needs cleaning,n
F00891,2023-12-27,34,17,Clean,Yes
F01926,2021-11-11,44,4,needs cleaning,YES
F09785,2025-03-12,38,-5,Dirty ,n
F00246,2024-04-24,45,31, ok,Yes
F02600,2023-10-07,45,,OK,No
F02315,2020-02-06,38,14,clean,No
F01993,2020-12-17,42,-5,needs cleaning,Yes
F01617,2022-02-11,44,42,needs cleaning,y
F00616,2025-02-03,42,45,dirty,yes
F03052,2020-01-04,35,44,clean,n
F00083,2024-01-18,37,59,needs cleaning,y
F02346,2025-03-04,39,30,dirty,Yes
F03889,2021-07-01,45,4,dirty,Yes
F04594,2025-04-12,44,35, ok,Yes
F01289,2024-11-19,34,35, ok,n
F02007,2021-06-11,34,35,Clean,No
F03928,2020-09-03,35,60,dirty,n
F04477,2022-11-17,35,12, ok,no
F00372,2021-12-25,34,11,,No
F01874,2020-08-27,999,51,needs cleaning,Yes
F02064,2024-02-02,45,58,clean,y
F01957,2021-09-05,33,22,OK,n
F03053,2022-05-04,45,5,Dirty ,n
F00685,2023-05-04,44,16, ok,Yes
F02561,2023-05-04,,43,,NO
F00455,2025-08-23,33,14,needs cleaning,Yes
F02242,2020-05-20,42,27,OK,n
F02508,2022-11-11,36,4,Dirty ,no
F00858,2025-02-15,34,23,Clean,no
F00278,2020-04-05,45,57,,No
F01766,2022-09-05,42,12,CLEAN,y
F02258,2023-01-04,35,23,needs cleaning,Yes
F01452,2021-11-27,42,43,dirty,NO
F03601,2021-04-03,42,99999,CLEAN,YES
F04881,2024-12-19,,30,dirty,YES
F01561,2024-01-24,42,3,OK,YES
F00839,2023-09-26,34,33,clean,n
F00347,2025-08-03,45,24,needs cleaning,No
F01153,2021-12-13,42,17,dirty,NO
F02244,2025-11-15,34,54,clean,NO
F04714,2020-07-04,44,43,CLEAN,no
F02849,2025-08-07,41,12, ok,Yes
F04678,2021-08-03,44,23,Dirty ,YES
F00166,2024-10-18,36,20,dirty,NO
F01006,2025-04-12,43,25, ok,y
F01035,2025-06-10,33,4,OK,n
F04412,2024-08-13,38,1,Dirty ,Yes
F02785,2022-09-22,39,51,Clean,YES
F04355,2023-03-03,38,7,CLEAN,YES
F04464,2021-12-03,40,47,,yes
F01730,2023-03-04,36,,clean,n
F02292,2023-11-04,-50,43,Clean,yes
F03904,2021-07-25,43,28, ok,Yes
F03679,2021-11-24,37,12,CLEAN,yes
F04687,2022-12-07,37,55,dirty,yes
F04212,2021-09-13,44,11,OK,NO
F00309,2020-05-26,41,34,dirty,Yes
F00931,2020-08-20,39,7,clean,y
F04006,2021-09-25,39,0,dirty,no
F00213,2022-06-02,44,12,dirty,y
F04428,2023-03-22,38,13,clean,NO
F00598,2024-01-09,39,-5,Clean,NO
F01462,2022-06-09,43,51,OK,yes
F04163,2020-05-13,36,31, ok,y
F02157,2024-07-19,36,0, ok,Yes
F03811,2025-01-02,37,51,dirty,yes
F01599,2020-09-10,40,43, ok,No
F01309,2021-01-18,33,45,dirty,NO
F01159,2020-05-20,-50,28,needs cleaning,NO
F01591,2024-02-03,41,,CLEAN,n
F03573,2022-11-14,36,11, ok,No
F01100,2023-10-13,36,37,CLEAN,yes
F02717,2024-06-14,33,12, ok,no
F03534,2023-09-23,43,37,Clean,NO
F04349,2023-07-14,40,26,clean,YES
F02970,2021-03-22,-50,45,dirty,n
F02336,2024-03-23,43,33,CLEAN,n
F00379,2022-03-24,35,51, ok,No
F09927,2023-08-19,40,26,Clean,No
F04615,2020-01-06,34,34,Dirty ,No
F02203,2025-09-03,33,9, ok,No
F03931,2021-06-19,36,17,clean,n
F04195,2022-03-10,36,60,Clean,Yes
F01030,2024-01-20,33,,dirty,NO
F01716,2024-03-04,36,37,CLEAN,No
F02696,2023-01-25,33,22,needs cleaning,NO
F03279,2025-10-10,41,-5,clean,yes
F04771,2025-08-01,41,20,clean,NO
F01900,2025-06-20,42,32,CLEAN,No
F01858,2020-05-13,42,54,needs cleaning,YES
F00562,2021-01-06,35,12,dirty,NO
F03951,2021-01-23,45,44,Dirty ,y
F00564,2021-12-09,41,39,CLEAN,No
F03089,2022-05-28,45,58,CLEAN,NO
F04365,2024-05-02,36,58,clean,yes
F01549,2021-07-17,33,26, ok,n
F04233,2021-09-01,45,30,CLEAN,Yes
F00280,2020-04-22,40,13, ok,no
F01312,2021-02-22,43,2,needs cleaning,NO
F04684,2021-02-17,41,36,needs cleaning,yes
F00693,2024-06-23,,9,Clean,No
F02640,2022-04-27,44,18,Clean,YES
F00241,2024-11-26,38,1,clean,Yes
F02915,2021-10-01,33,42,needs cleaning,n
F03075,2022-02-08,37,42,OK,yes
F00541,2020-11-27,37,42,OK,n
F01146,2025-10-01,43,49,CLEAN,yes
F01916,2025-11-28,35,51,CLEAN,Yes
F03594,2023-02-19,38,28, ok,NO
F03236,2025-11-16,41,12,OK,n
F00746,2023-08-20,33,34, ok,Yes
F02978,2020-02-09,35,55,Clean,n
F01442,2021-04-27,37,32,Dirty ,NO
F03151,2023-02-04,38,39,dirty,YES
F02402,2021-04-17,37,50,dirty,yes
F03931,2021-06-19,36,17,clean,n
F04266,2020-10-23,34,9,clean,no
F02625,2022-02-07,45,17,Dirty ,y
F04847,2021-04-15,37,35,dirty,No
F00524,2023-11-06,40,27,OK,no
F03617,2023-05-18,33,28,dirty,Yes
F02609,2023-01-03,45,33,needs cleaning,no
F01859,2025-10-06,34,17,needs cleaning,No
F02837,2021-07-14,43,50,needs cleaning,no
F02563,2020-02-17,45,20, ok,n
F03145,2022-03-10,,,OK,Yes
F00474,2021-11-21,40,45,Dirty ,n
F03377,2025-07-09,,2,OK,n
F00207,2025-11-24,42,60,Clean,yes
F01438,2022-04-01,-50,53,needs cleaning,no
F01348,2025-01-04,39,53,Clean,YES
F03724,2025-04-05,36,13,dirty,Yes
F03548,2025-03-03,39,16,Clean,YES
F00900,2021-01-14,35,23,Dirty ,No
F03085,2025-03-05,,4,OK,Yes
F00159,2021-03-22,36,47,needs cleaning,y
F00692,2024-12-15,42,1,needs cleaning,Yes
F00371,2022-03-26,36,25,dirty,no
F00631,2020-04-05,40,23,OK,yes
F03175,2020-12-05,38,6, ok,yes
F04666,2023-11-28,37,16,Clean,Yes
F02581,2020-12-04,34,15,clean,n
F02137,2025-03-21,41,5,Clean,no
F04469,2025-10-02,42,27,OK,No
F02134,2025-11-26,,38,OK,no
F04020,2020-01-07,37,9,Dirty ,y
F04210,2021-04-24,37,11,dirty,yes
F03921,2023-06-03,34,53,CLEAN,NO
F04750,2023-02-22,34,37,dirty,Yes
F03740,2021-02-28,999,55,dirty,n
F04462,2020-06-09,45,9,CLEAN,yes
F03577,2021-10-22,39,46,clean,n
F02683,2020-09-11,-50,0,Dirty ,No
F03737,2024-03-27,33,30,needs cleaning,No
F00579,2020-09-18,,37,needs cleaning,NO
F02936,2023-02-10,42,10,OK,no
F04318,2023-09-14,41,47,CLEAN,Yes
F03974,2022-04-05,44,1,clean,n
F00066,2020-05-04,35,44,dirty,YES
F03026,2024-11-18,42,30,clean,YES
F04160,2022-11-16,42,8,dirty,NO
F04742,2023-10-26,40,1, ok,no
F01905,2025-06-13,45,19,dirty,yes
F01382,2022-02-14,45,33,clean,yes
F01052,2020-08-01,38,49,CLEAN,NO
F03983,2025-01-28,35,38, ok,Yes
F04828,2022-08-20,40,2,CLEAN,no
F04388,2022-11-20,37,22,dirty,Yes
F03246,2024-02-26,40,57, ok,y
F02889,2023-11-09,34,58,clean,n
F02519,2022-02-11,40,37,Dirty ,Yes
F02021,2025-07-12,41,34,Dirty ,y
F00044,2023-11-06,44,45,OK,Yes
F01319,2025-07-20,42,14,OK,yes
F01270,2023-03-07,33,31,needs cleaning,y
F00983,2024-06-04,35,2,dirty,yes
F03822,2020-02-14,34,,clean,Yes
F09075,2025-06-24,33,26, ok,NO
F04761,2022-08-16,45,47,Clean,n
F03028,2024-12-28,39,28, ok,YES
F02459,2024-01-21,34,18,dirty,y
F00383,2022-03-28,45,60,dirty,no
F04894,2021-10-21,43,26,Clean,YES
F03598,2024-04-14,,34,Dirty ,NO
F04746,2025-10-08,44,,dirty,y
F02295,2022-05-11,34,28,dirty,n
F04890,2023-06-09,35,50,CLEAN,n
F02396,2022-06-09,33,56, ok,YES
F01002,2023-08-20,45,44, ok,n
F03405,2020-03-10,44,22,,no
F00608,2022-04-03,-50,8, ok,YES
F00179,2021-06-27,34,33,dirty,n
F01735,2020-11-04,45,51,OK,Yes
F02294,2025-09-10,41,30,needs cleaning,no
F09734,2020-09-28,38,15,dirty,yes
F03099,2021-05-21,44,56, ok,no
F03486,2020-01-21,40,57,Clean,no
F01392,2022-04-26,42,31,Clean,No
F03567,2023-10-06,38,49,needs cleaning,no
F02229,2024-11-17,34,34,OK,no
F03856,2025-10-02,43,20,Clean,no
F04025,2021-02-20,37,,Dirty ,YES
F02629,2020-03-10,42,20,,yes
F03362,2024-02-01,40,59,OK,n
F00459,2021-08-04,45,13, ok,n
F00725,2025-02-17,34,37,OK,y
F00164,2021-09-20,37,18,Dirty ,Yes
F00382,2024-10-27,42,36,,no
F04481,2020-06-21,36,18,CLEAN,NO
F00671,2022-05-09,42,39,OK,Yes
F01439,2024-07-07,,34,Dirty ,No
F03560,2023-06-08,33,,CLEAN,n
F02674,2025-10-17,43,33,CLEAN,NO
F01384,2021-07-07,38,7,needs cleaning,y
F01703,2024-08-11,37,45,clean,no
F00075,2022-11-24,38,19,Clean,n
F02998,2025-03-22,33,2,Clean,yes
F00705,2024-08-04,38,42,,YES
F00422,2021-03-09,,16,CLEAN,n
F02740,2021-11-12,35,59,OK,no
F04558,2022-04-15,33,54,OK,no
F00140,2022-11-25,33,23, ok,y
F04773,2023-11-22,-50,25,Dirty ,yes
F00951,2023-01-12,45,,Clean,Yes
F02463,2025-05-01,34,54,Dirty ,NO
F04683,2020-11-02,,46,dirty,no
F00458,2024-11-27,42,2,CLEAN,no
F02361,2020-08-23,35,14, ok,n
F02636,2021-03-27,34,13,Clean,No
F03529,2020-09-11,44,19,dirty,y
F02002,2021-06-21,35,20, ok,y
F02313,2020-04-10,41,30,OK,No
F03123,2025-03-14,35,38,clean,yes
F02003,2022-08-12,44,5,CLEAN,Yes
F02550,2024-02-01,38,54,clean,YES
F01580,2022-08-10,37,, ok,YES
F09080,2025-12-01,40,17,Dirty ,yes
F00530,2023-11-26,44,35, ok,No
F00688,2021-08-13,41,18,clean,n
F09394,2022-06-20,38,14,OK,Yes
F03976,2021-12-21,41,6, ok,no
F01847,2020-03-03,33,27,Clean,y
F03467,2022-04-24,35,3,OK,Yes
F02214,2023-06-18,41,50,clean,Yes
F02017,2021-06-25,41,25, ok,yes
F00222,2024-12-16,45,59,Clean,No
F03290,2023-09-15,37,53,Dirty ,YES
F02788,2022-03-16,41,24,Clean,Yes
F00997,2020-08-25,41,44,Dirty ,y
F03591,2021-06-16,33,22,Dirty ,No
F00054,2025-01-03,,45,CLEAN,no
F04691,2024-07-01,44,58,CLEAN,n
F02955,2020-08-23,43,60,Dirty ,y
F00104,2021-01-07,33,43,CLEAN,y
F03112,2024-12-11,33,18,Dirty ,YES
F00605,2025-04-24,38,38, ok,n
F00417,2022-02-26,45,14,Dirty ,YES
F01885,2021-07-10,44,41,needs cleaning,YES
F01891,2025-10-16,39,48,Dirty ,Yes
F00952,2021-10-26,44,50,OK,YES
F04360,2021-05-28,,54, ok,y
F02756,2023-09-09,,15,Dirty ,no
F04045,2021-04-05,43,8,needs cleaning,No
F03163,2024-09-16,38,57,Clean,n
F02248,2023-11-08,33,41,CLEAN,yes
F03136,2020-11-18,34,9,Dirty ,yes
F00940,2022-04-08,41,21,Dirty ,no
F02990,2023-05-13,43,37,Clean,yes
F02046,2021-04-05,35,60,clean,y
F01978,2022-12-17,38,22,,No
F02016,2022-02-16,38,58,dirty,No
F03878,2022-07-19,41,4,OK,y
F04606,2023-09-19,44,37,CLEAN,Yes
F03747,2021-12-05,39,52,dirty,Yes
F04422,2024-09-17,36,36,Dirty ,NO
F00881,2020-09-20,41,14,OK,NO
F01417,2022-10-24,41,0,dirty,no
F01291,2024-07-15,,32,,y
F01949,2024-11-22,43,6, ok,yes
F03757,2020-12-20,43,40,clean,yes
F01516,2024-08-28,44,53,clean,YES
F02462,2021-10-13,44,54,Clean,NO
F00944,2021-06-05,37,13,Dirty ,n
F03277,2025-10-25,36,9, ok,y
F02654,2025-05-28,40,24,dirty,NO
F00836,2021-08-08,40,1,OK,n
F02188,2021-12-02,37,53,needs cleaning,y
F00701,2025-04-10,41,55,clean,no
F00818,2025-02-05,37,24,clean,No
F04834,2024-02-08,34,4,needs cleaning,y
F04452,2025-09-10,999,57,clean,YES
F04579,2025-11-13,45,39,Dirty ,no
F04745,2025-02-25,38,22,clean,n
F00353,2021-08-17,41,42,Clean,n
F04887,2021-06-20,40,10,OK,Yes
F01217,2022-04-10,33,38,needs cleaning,Yes
F02210,2023-01-06,33,29,dirty,YES
F02200,2023-01-28,45,54,dirty,NO
F02569,2022-09-21,43,11,needs cleaning,no
F02467,2024-03-12,43,9,OK,yes
F01250,2020-05-26,39,43,Clean,No
F01236,2023-09-08,38,27,Clean,YES
F00525,2024-11-09,,30, ok,NO
F09902,2024-04-19,33,53, ok,No
F00302,2022-05-11,34,40,needs cleaning,no
F04543,2024-03-27,42,11,dirty,YES
F03350,2025-05-28,41,48, ok,YES
F04337,2022-02-18,44,45,CLEAN,no
F02739,2023-06-19,42,,Clean,YES
F03045,2024-09-15,44,27, ok,NO
F03851,2022-11-05,33,46,clean,n
F03217,2020-05-25,44,44, ok,y
F01105,2023-01-05,41,60,Clean,yes
F00905,2024-10-26,33,99999,dirty,Yes
F00304,2023-01-15,44,3,,No
F00798,2025-07-14,43,57,OK,no
F04178,2022-03-19,42,16,Clean,n
F01431,2020-01-02,34,29,CLEAN,NO
F03610,2024-11-28,41,30,dirty,no
F00296,2025-04-01,39,25, ok,YES
F04458,2025-08-17,34,3,Clean,n
F04106,2023-04-03,43,56,clean,yes
F02610,2025-11-04,33,2,OK,NO
F03800,2020-11-25,40,,CLEAN,n
F01033,2025-10-24,42,24,OK,y
F04205,2022-04-21,33,26,needs cleaning,YES
F04215,2025-12-15,34,45,CLEAN,NO
F03533,2025-05-07,,14,Clean,y
F01091,2023-07-12,35,45,CLEAN,yes
F02534,2020-10-16,37,10,CLEAN,No
F01835,2020-01-04,42,2,OK,No
F01211,2024-07-14,35,58, ok,YES
F00642,2020-07-20,45,6,needs cleaning,n
F01690,2024-09-25,43,0, ok,yes
F00406,2022-01-14,40,22,CLEAN,Yes
F03738,2021-10-19,38,23,needs cleaning,no
F09613,2025-12-16,37,29,clean,no
F00775,2020-04-03,36,42,Clean,NO
F02679,2023-10-25,44,48,OK,Yes
F01536,2023-06-20,,48,clean,NO
F00634,2023-03-14,45,6,Clean,n
F00030,2020-02-03,42,55,OK,no
F01329,2021-07-20,45,23,Dirty ,n
F04224,2024-10-13,38,,Dirty ,yes
F03078,2024-06-14,35,0,OK,yes
F04824,2020-05-14,36,34,Dirty ,No
F02571,2024-04-26,41,30,needs cleaning,y
F01178,2022-09-19,40,8,CLEAN,YES
F02994,2023-02-22,38,, ok,No
F04162,2025-05-03,43,46,clean,n
F00838,2024-07-11,34,21,Clean,no
F01085,2024-10-03,40,18,Dirty ,n
F00321,2022-03-13,42,22,Dirty ,n
F00750,2023-11-16,43,46,Clean,yes
F03150,2020-01-18,39,1,CLEAN,No
F03100,2021-12-23,35,11,needs cleaning,YES
F01324,2021-07-04,35,56,Clean,yes
F00877,2022-09-14,34,35, ok,n
F04301,2020-11-10,36,31,clean,no
F04844,2023-11-01,38,18, ok,no
F04889,2021-12-17,36,38,Clean,yes
F00377,2025-09-17,37,52,OK,NO
F02808,2020-08-18,,22,OK,NO
F01460,2022-11-08,34,49,Dirty ,NO
F00485,2025-05-25,35,26,Clean,no
F00592,2023-08-01,38,14, ok,yes
F01021,2021-01-05,,15, ok,no
F03669,2022-05-22,999,40,Clean,YES
F01160,2022-12-07,37,34,OK,NO
F01104,2021-09-04,45,10,dirty,yes
F01743,2020-08-10,39,23,needs cleaning,NO
F03090,2022-02-06,40,44,clean,no
F04308,2022-03-21,33,7,Clean,yes
F01952,2021-03-28,35,48,CLEAN,Yes
F02873,2020-07-25,33,14,dirty,yes
F03795,2024-03-05,,4, ok,YES
F03615,2020-02-16,38,51,Clean,n
F00553,2025-03-16,39,57,needs cleaning,NO
F00723,2020-07-24,41,33,OK,no
F00756,2025-09-25,33,2,Dirty ,NO
F01889,2022-03-05,35,17,needs cleaning,n
F01729,2024-07-15,44,15, ok,yes
F03514,2020-01-27,44,17,dirty,YES
F04848,2025-01-05,37,20,Clean,NO
F02819,2025-03-27,34,52,Clean,y
F00805,2022-07-09,33,48,CLEAN,Yes
F01924,2024-05-04,37,26,CLEAN,NO
F00105,2021-03-26,44,34,OK,n
F04229,2024-12-27,34,14,OK,no
F09405,2021-05-04,36,47,OK,Yes
F01883,2025-02-28,34,2,clean,NO
F09544,2023-04-11,43,31,OK,yes
F02560,2025-09-07,37,49,Dirty ,Yes
F01173,2023-10-16,35,48,needs cleaning,Yes
F00681,2021-12-27,36,55,Clean,no
F02417,2025-01-17,-50,17,dirty,NO
F04270,2025-09-17,44,45,Clean,NO
F01969,2022-03-25,37,32,Clean,NO
F01934,2025-07-01,38,38,Dirty ,yes
F03990,2020-09-24,39,18,Clean,n
F02770,2022-12-04,44,18,Dirty ,NO
F00584,2020-08-28,34,42,needs cleaning,YES
F00552,2024-04-01,41,25,Dirty ,y
F03463,2021-09-27,39,55,OK,NO
F02857,2024-07-01,34,60,Clean,Yes
F00395,2022-06-08,33,34,clean,yes
F02644,2024-12-20,43,9,dirty,n
F02047,2023-11-09,41,35,dirty,YES
F02631,2025-03-16,999,53,Dirty ,Yes
F03369,2024-01-24,43,57,clean,NO
F03924,2024-11-04,34,37,CLEAN,YES
F03730,2021-10-24,39,42,CLEAN,n
F04190,2021-10-10,44,6, ok,no
F03933,2020-08-10,40,12,dirty,YES
F03023,2025-09-17,33,54,Dirty ,no
F02698,2023-10-06,39,60, ok,no
F00193,2023-12-28,33,27, ok,Yes
F02895,2021-09-21,39,49, ok,yes
F04089,2024-07-17,37,,Dirty ,NO
F01548,2024-07-06,35,26,needs cleaning,Yes
F04534,2022-05-27,41,5, ok,No
F03019,2025-03-04,37,26,Dirty ,No
F01945,2024-11-11,44,22,OK,y
F02655,2024-10-22,36,3,dirty,y
F00925,2020-08-24,,25,dirty,Yes
F02374,2025-01-26,44,6,CLEAN,NO
F02282,2020-05-06,43,99999,Dirty ,y
F01124,2025-10-24,44,59, ok,n
F00862,2025-05-28,35,,clean,NO
F00002,2024-07-22,43,33, ok,YES
F01353,2025-11-18,34,40,clean,NO
F04054,2023-02-16,45,-5,dirty,yes
F00816,2020-08-09,40,40, ok,NO
F02582,2023-03-14,34,55,,y
F03493,2022-12-18,44,4,Dirty ,n
F03676,2024-08-26,38,35,dirty,YES
F00469,2020-02-03,40,56,Clean,Yes
F04226,2023-11-21,37,26, ok,n
F02281,2022-02-11,40,21,dirty,no
F02100,2022-08-26,45,3,needs cleaning,Yes
F00505,2025-12-15,35,9,dirty,NO
F02838,2023-10-14,39,49,Dirty ,no
F01958,2025-02-22,39,35,dirty,no
F00072,2023-02-27,,1,OK,yes
F03871,2020-05-28,34,32,needs cleaning,NO
F02155,2025-09-04,38,42,needs cleaning,yes
F01239,2023-09-10,44,52,OK,yes
F00421,2024-04-19,40,22,,y
F00297,2024-10-12,,26,Dirty ,y
F00581,2021-12-06,34,11,CLEAN,n
F02139,2023-03-14,42,6,needs cleaning,Yes
F03841,2025-06-13,42,3,CLEAN,yes
F02910,2020-09-22,37,2,,y
F02254,2022-07-10,33,56,needs cleaning,y
F02995,2023-06-18,39,52,needs cleaning,NO
F04875,2024-08-18,42,14,CLEAN,n
F01780,2021-07-03,34,60,needs cleaning,n
F04186,2024-01-08,42,10,needs cleaning,no
F03491,2023-11-24,35,25,OK,NO
F01189,2021-03-11,35,27,needs cleaning,n
F01741,2025-08-24,39,53,clean,NO
F02349,2024-07-09,34,6,Clean,YES
F02750,2021-04-02,40,5,Clean,YES
F03515,2022-11-26,33,7,dirty,yes
F01222,2020-03-19,42,58,Dirty ,No
F09928,2020-07-20,33,58,OK,y
F02651,2023-09-21,35,18,,No
F03717,2023-08-14,43,14, ok,NO
F03475,2022-08-27,,14,needs cleaning,Yes
F04413,2021-01-22,41,,OK,YES
F03227,2021-09-19,36,55, ok,yes
F01498,2021-10-15,45,19,needs cleaning,Yes
F04253,2023-09-13,35,22,Dirty ,Yes
F04540,2020-03-07,40,3,needs cleaning,yes
F01795,2021-10-07,33,16,clean,n
F02699,2022-02-12,37,30,dirty,YES
F00177,2021-04-26,42,5, ok,Yes
F02708,2024-06-19,39,19,Dirty ,No
F00985,2023-09-21,45,12,CLEAN,YES
F02338,2020-11-08,34,48, ok,no
F01106,2022-08-14,33,2,needs cleaning,n
F01758,2024-10-04,44,55,Dirty ,no
F02481,2025-07-12,36,20,OK,yes
F04823,2021-01-14,36,0,,YES
F02073,2021-11-24,40,20, ok,yes
F00147,2025-12-10,35,45,CLEAN,No
F04860,2025-11-15,33,53,needs cleaning,no
F09692,2020-09-23,38,31,Clean,YES
F02942,2024-08-12,44,32,needs cleaning,n
F03653,2020-09-03,42,19,Clean,NO
F01876,2021-08-12,40,6,OK,YES
F03101,2020-05-24,34,13,Dirty ,yes
F03657,2023-06-12,35,,dirty,no
F04746,2025-10-08,44,,dirty,y
F00484,2025-07-17,39,35,dirty,y
F03447,2021-10-24,44,0,needs cleaning,Yes
F03421,2020-04-28,44,31,Clean,yes
F04620,2021-03-10,41,51,dirty,YES
F02663,2024-06-13,45,5,OK,NO
F03699,2020-01-08,45,9,clean,YES
F02870,2023-04-07,38,31,Clean,YES
F04796,2022-01-04,44,29,Clean,No
F03303,2025-05-21,43,51,CLEAN,YES
F02787,2020-02-15,39,33,OK,y
F04049,2025-11-11,44,27,clean,No
F03544,2020-08-21,33,57,dirty,NO
F00471,2020-03-02,,60,OK,n
F00752,2025-11-28,42,32,needs cleaning,n
F00518,2020-10-10,42,29, ok,NO
F01126,2022-02-25,45,30,OK,YES
F02271,2023-05-07,42,15,dirty,no
F03496,2020-02-15,44,5,dirty,no
F04366,2023-11-11,36,9, ok,y
F04398,2025-11-27,45,8,clean,yes
F00285,2024-09-06,34,19,clean,no
F00906,2024-03-11,34,40,Clean,no
F02553,2025-07-17,34,7,dirty,Yes
F04077,2024-07-20,36,47,OK,yes
F00897,2020-04-27,35,45,CLEAN,NO
F04525,2021-12-28,40,,clean,YES
F04320,2025-08-24,36,53,CLEAN,Yes
F03249,2020-09-10,39,47,CLEAN,n
F03171,2023-05-14,38,25,OK,YES
F02605,2025-04-02,36,47,dirty,y
F04076,2021-04-22,34,6,CLEAN,yes
F02380,2021-07-14,,14,OK,No
F03756,2024-09-06,41,30,Dirty ,YES
F04063,2025-05-04,33,,Clean,n
F03501,2021-11-06,44,41,Clean,n
F01833,2021-03-08,40,38,OK,No
F00149,2024-09-05,42,23,Clean,Yes
F03609,2021-11-28,,9,needs cleaning,yes
F04587,2020-03-27,33,19,dirty,YES
F01273,2021-04-26,34,50,OK,Yes
F01799,2024-07-09,34,28,dirty,NO
F01304,2024-08-27,43,23,needs cleaning,NO
F00776,2020-08-08,43,37,dirty,Yes
F02866,2025-11-01,34,53,clean,yes
F03771,2022-10-07,41,51,CLEAN,yes
F02283,2024-09-05,34,25,Clean,n
F00256,2022-03-22,40,34,CLEAN,NO
F04312,2022-05-15,999,,dirty,YES
F01732,2021-02-07,40,31, ok,NO
F00131,2020-07-12,45,15, ok,yes
F03231,2022-10-13,42,15,CLEAN,YES
F02880,2022-10-04,37,32,CLEAN,yes
F04181,2022-01-19,34,5,OK,Yes
F01018,2025-02-21,42,34,clean,yes
F01368,2020-05-20,37,0,OK,n
F03934,2021-05-05,36,40,needs cleaning,No
F00360,2021-03-08,39,26,CLEAN,No
F03328,2023-04-04,,39,needs cleaning,NO
F02455,2022-09-05,45,44,OK,Yes
F03650,2021-08-18,,26,clean,YES
F00648,2023-06-08,36,6,,yes
F00640,2020-08-13,37,22,,NO
F00380,2022-01-13,39,0,OK,no
